"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles"
"CHEMBL3247378";"DARINAPARSIN";"DARINAPARSIN|ZIO-101";"ZIO-101";"2.0";"";"'-arsin'";"";"organoarsenic compounds";"'-arsin(-arsin)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[As](C)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O"
"CHEMBL4297528";"RISDIPLAM";"Evrysdi|RG-7916|RG7916|RISDIPLAM|RO-7034067|RO7034067";"RG-7916|RG7916|RO-7034067|RO7034067";"4.0";"Genentech Inc";"'-plam'";"2018";"survival motor neurin SMN1 and SMN2 splicing modulators";"'-plam(-plam)'";"2020";"M09AX10";"M09AX - Other drugs for disorders of the musculo-skeletal system";"M09A - OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM";"M09 - OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM";"M - MUSCULO-SKELETAL SYSTEM";"";"US-9586955-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1"
"CHEMBL3989407";"QUARFLOXIN";"CX-3543|ITARNAFLOXIN|QUARFLOXIN";"CX-3543";"2.0";"";"'-oxin'";"2007";"fluoroquinolone derivatives, nonantibacterial indication (e.g., antineoplastic antibiotics)";"'-oxin(-oxin)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CN1CCC[C@H]1CCNC(=O)c1cn2c3c(c(N4CCC(c5cnccn5)C4)c(F)cc3c1=O)Oc1cc3ccccc3cc1-2"
"CHEMBL304383";"SARCOSINE";"Methylamino-Acetic Acid|SARCOSINE";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CNCC(=O)O"
"CHEMBL473882";"ENTECAVIR TRIPHOSPHATE";"Entecavir triphosphate";"";"-1.0";"";"'-vir'";"";"antivirals: carbocyclic nucleosides";"'-vir(-vir (-cavir))'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";"C=C1[C@H](OP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21"
"CHEMBL2109138";"MOROLIMUMAB";"MOROLIMUMAB|Morolimumab";"";"1.0";"";"'-mab'";"";"monoclonal antibodies";"'-mab(-mab)'";"";"";"";"";"";"";"";"None";"6:Antibody";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2105233";"PROXIBARBAL";"AXEEN|CENTRALGOL|HH-184|HYDROXYDIAL|IPRONAL|PROXIBARBAL";"HH-184";"4.0";"";"'-barb-'";"";"barbituric acid derivatives";"'-barb-(-barb-)'";"";"N05CA22";"N05CA - Barbiturates, plain";"N05C - HYPNOTICS AND SEDATIVES";"N05 - PSYCHOLEPTICS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Withdrawn";"C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O"
"CHEMBL2109429";"RG-7686";"RG-7686";"RG-7686";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"6:Antibody";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL1743065";"ROLEDUMAB";"ROLEDUMAB|Roledumab";"";"2.0";"";"'-mab'";"";"monoclonal antibodies";"'-mab(-mab)'";"";"";"";"";"";"";"";"None";"6:Antibody";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL4116649";"PAT-1251";"PAT-1251";"PAT-1251";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"NCc1cc(Oc2cccc(C(=O)N3C[C@@H](O)[C@H](F)C3)c2)nc(C(F)(F)F)c1"
"CHEMBL2108268";"CELLULOSE, OXIDIZED";"CELLULOSE, ABSORBABLE|CELLULOSE, OXIDIZED|OXIDISED CELLULOSE|OXYCEL|SURGICEL";"";"4.0";"";"";"";"";"";"";"";"";"";"";"";"Hemostatic (local)";"None";"-1:Unknown";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL1121";"SINCALIDE";"CCK C-TERMINAL OCTAPEPTIDE|CCK-8|CHOLECYSTOKININ C-TERMINAL OCTAPEPTIDE|Cholecystokinin|Kinevac|Pancreozymin (Cholecystokinin)|SINCALIDE|SQ 19844|SQ-19844";"SQ 19844|SQ-19844";"4.0";"Bracco Diagnostics Inc";"";"1974";"";"";"1976";"V04CC03";"V04CC - Tests for bile duct patency";"V04C - OTHER DIAGNOSTIC AGENTS";"V04 - DIAGNOSTIC AGENTS";"V - VARIOUS";"Choleretic";"US-6803046-B2";"5:Oligopeptide";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"CSCC[C@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@@H](N)CC(=O)O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O"
"CHEMBL1969664";"AZD-1080";"AZ-11548415|AZD-1080";"AZ-11548415|AZD-1080";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"N#Cc1ccc2[nH]c(O)c(-c3ccc(CN4CCOCC4)cn3)c2c1"
"CHEMBL1200747";"AMMONIUM LACTATE";"AMMONIUM LACTATE|BMS-186091|E328|LAC HYDRIN|LAC-HYDRIN|NSC-760427";"BMS-186091|NSC-760427";"4.0";"Taro Pharmaceuticals Usa Inc|Watson Laboratories Inc|Sun Pharmaceutical Industries Inc|Padagis Israel Pharmaceuticals Ltd";"'-ium; -onium'";"1994";"quaternary ammonium derivatives; quaternary ammonium derivatives";"'-ium(-ium); -onium(-onium)'";"1985";"";"";"";"";"";"Antipruritic (topical)";"None";"1:Synthetic Small Molecule";"0";"0";"Unknown";"0";"0";"0";"1";"0";"Prescription Only";"CC(O)C(=O)O.N"
"CHEMBL1628569";"ROBALZOTAN";"AZD-7371|NAD-299|ROBALZOTAN|Robalzotan";"NAD-299";"2.0";"";"'-zotan'";"";"5-HT1A receptor agonists/antagonists acting primarily as neuroprotectors";"'-zotan(-zotan)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"NC(=O)c1ccc(F)c2c1C[C@@H](N(C1CCC1)C1CCC1)CO2"
"CHEMBL2108248";"ANATUMOMAB MAFENATOX";"ABR-214936|ANATUMOMAB MAFENATOX|ANYARA|Anatumomab mafenatox|PNU-214936";"ABR-214936|PNU-214936";"2.0";"";"'-mab'";"";"monoclonal antibodies";"'-mab(-mab)'";"";"";"";"";"";"";"";"None";"6:Antibody";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL1201321";"DIFENOXIN";"ACSCN-9168|DIFENOXIN|DIPHENOXYLATE RELATED COMPOUND A|DIPHENOXYLIC ACID|IDS-ND-007|LYSPAFEN|MCN-JR 15403-11|MCN-JR-15,403-11|R 15,403 [AS HYDROCHLORIDE]|R-15403";"IDS-ND-007|MCN-JR-15,403-11|R 15,403 [AS HYDROCHLORIDE]|R-15403";"4.0";"Sebela Ireland Ltd";"'-oxin'";"1971";"fluoroquinolone derivatives, nonantibacterial indication (e.g., antineoplastic antibiotics)";"'-oxin(-oxin)'";"1978";"A07DA04";"A07DA - Antipropulsives";"A07D - ANTIPROPULSIVES";"A07 - ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS";"A - ALIMENTARY TRACT AND METABOLISM";"Antiperistaltic";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1"
"CHEMBL2109522";"PF-03446879";"PF-03446879";"PF-03446879";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"6:Antibody";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL3545142";"OLOCROLIMUS";"SAR-943";"";"1.0";"";"'-imus'";"";"immunosuppressives";"'-imus(-imus)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL3984441";"NINGETINIB";"CT-053 FREE BASE|CT-053-PTSA FREE BASE|CT053PTSA FREE BASE|Ningetinib";"CT-053 FREE BASE|CT-053-PTSA FREE BASE|CT053PTSA FREE BASE";"-1.0";"";"'-tinib'";"";"tyrosine kinase inhibitors";"'-tinib(-tinib)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1c(C(=O)Nc2ccc(Oc3ccnc4cc(OCC(C)(C)O)ccc34)c(F)c2)c(=O)n(-c2ccccc2)n1C"
"CHEMBL2109181";"NEBACUMAB";"CENTOXIN|Centoxin|HA 1A|HA-1A|NEBACUMAB|SEPTOMONAB";"CENTOXIN|HA 1A|HA-1A|SEPTOMONAB";"4.0";"";"'-mab'";"1993";"monoclonal antibodies";"'-mab(-mab)'";"1991";"J06BC01";"J06BC - Antibacterial monoclonal antibodies";"J06B - IMMUNOGLOBULINS";"J06 - IMMUNE SERA AND IMMUNOGLOBULINS";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Monoclonal Antibody (anti-endotoxin)";"None";"6:Antibody";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Withdrawn";""
"CHEMBL187709";"TRIPARANOL";"NSC-65345|TRIPARANOL|Triparanol";"NSC-65345";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Withdrawn";"CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1"
"CHEMBL3545265";"MLN-0415";"MLN-0415";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL119549";"ANDOLAST";"Andolast|CR2039";"";"2.0";"";"'-ast'";"";"antiasthmatics/antiallergics (not acting primarily as antihistamines)";"'-ast(-ast)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(Nc1ccc(-c2nnn[nH]2)cc1)c1ccc(-c2nnn[nH]2)cc1"
"CHEMBL3545114";"KD3010";"KD3010";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL185073";"PANCURONIUM";"PANCURONIUM|Pancuronium|Pavulon";"";"4.0";"Hospira Inc|Dr Reddys Laboratories Ltd|Organon Usa Inc|Elkins Sinn Div Ah Robins Co Inc|Igi Laboratories Inc";"'-ium; -onium'";"1971";"quaternary ammonium derivatives: neuromuscular blocking agents; quaternary ammonium derivatives: neuromuscular blocking agents";"'-ium(-ium (-curonium)); -onium(-onium (-curonium))'";"1972";"M03AC01";"M03AC - Other quaternary ammonium compounds";"M03A - MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS";"M03 - MUSCLE RELAXANTS";"M - MUSCULO-SKELETAL SYSTEM";"Neuromuscular Blocking Agent";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1"
"CHEMBL2105345";"PROPANIDID";"BAYER 1420|BAYER-1420|Epontol|FBA 1420|FBA-1420|PROPANIDID|TH-2180|WH 5668|WH-5668";"BAYER 1420|BAYER-1420|FBA 1420|FBA-1420|TH-2180|WH 5668|WH-5668";"4.0";"";"";"1963";"";"";"";"N01AX04";"N01AX - Other general anesthetics";"N01A - ANESTHETICS, GENERAL";"N01 - ANESTHETICS";"N - NERVOUS SYSTEM";"Anesthetic (intravenous)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Withdrawn";"CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1"
"CHEMBL2109587";"AZ9773";"AZ-9773|AZ9773";"AZ-9773|AZ9773";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"6:Antibody";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL1092665";"SP-420";"SP-420";"SP-420";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"COCCOCCOc1ccc(C2=N[C@@](C)(C(=O)O)CS2)c(O)c1"
"CHEMBL5095023";"LS-104";"LS-104|TYRENE CR-4";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"N#C/C(=C\C=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1"
"CHEMBL123292";"CYCLOHEXIMIDE";"CICLOHEXIMIDE|CYCLOHEXIMIDE|GNF-Pf-5118|NSC-171|NSC-185|TCMDC-125838|U-4527";"GNF-Pf-5118|NSC-171|NSC-185|TCMDC-125838|U-4527";"-1.0";"";"";"1978";"";"";"";"";"";"";"";"";"Antipsoriatic";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1"
"CHEMBL1742997";"CANTUZUMAB MERTANSINE";"CANTUZUMAB MERTANSINE|HUC-242-DM1|HUC242-DM1|SB-408075";"HUC-242-DM1|HUC242-DM1|SB-408075";"2.0";"";"'-mab; -tansine'";"2002";"monoclonal antibodies; maytansinoid derivatives";"'-mab(-mab); -tansine(-tansine)'";"";"";"";"";"";"";"";"None";"6:Antibody";"0";"0";"Single Stereoisomer";"1";"0";"0";"0";"0";"Unknown";""
"CHEMBL4298198";"VUPANORSEN SODIUM";"AKCEA-ANGPTL3-LRx salt|ISIS 703802 salt|VUPANORSEN SODIUM";"AKCEA-ANGPTL3-LRx salt|ISIS 703802 salt";"-1.0";"";"'-rsen'";"2019";"antisense oligonucleotides";"'-rsen(-rsen)'";"";"";"";"";"";"";"";"None";"4:Oligonucleotide";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL1200910";"SULFISOXAZOLE ACETYL";"ACETYL SULFAFURAZOLE|ACETYL SULFISOXAZOLE|ACETYLSULFAFURAZOLE|ACETYLSULFISOXAZOLE|GANTRISIN PEDIATRIC|Gantrisin|LIPO GANTRISIN|NSC-759138|SULFAFURAZOLE ACETYL|SULFISOXAZOLE ACETYL|SULFISOXIZOLE ACETYL";"NSC-759138";"4.0";"Ross Laboratories Div Abbott Laboratories Inc|Alra Laboratories Inc|Barr Laboratories Inc|Eli Lilly And Co|Hoffmann La Roche Inc";"";"";"";"";"1953";"";"";"";"";"";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"1";"1";"0";"0";"0";"Prescription Only";"CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1"
"CHEMBL1476022";"NOMEGESTROL ACETATE";"NOMEGESTROL ACETATE|ORG 10486-0|ORG-10486-0|TX 066|TX-066|ZOELY";"ORG 10486-0|ORG-10486-0|TX 066|TX-066";"3.0";"";"'-estr-; -gest-'";"2008";"estrogens; progestins";"'-estr-(-estr-); -gest-(-gest-)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C"
"CHEMBL1201109";"DESONIDE";"D-2083|D2083|DESONATE|DESONIDE|Desonate|Desowen|NSC-759226|TRIDESILON|VERDESO";"D-2083|D2083|NSC-759226";"4.0";"Cadila Healthcare Ltd|Padagis Us Llc|Glenmark Pharmaceuticals Sa|Taro Pharmaceuticals Usa Inc|Glenmark Pharmaceuticals Ltd|Encube Ethicals Pvt Ltd|Cosette Pharmaceuticals Inc|Pai Holdings Llc Dba Pharmaceutical Associates Inc|Fougera Pharmaceuticals Inc|Akorn Operating Co Llc";"'-onide'";"1970";"topical steroids (acetal derivatives)";"'-onide(-onide)'";"1972";"S01BA11 | D07AB08";"S01BA - Corticosteroids, plain | D07AB - Corticosteroids, moderately potent (group II)";"S01B - ANTIINFLAMMATORY AGENTS | D07A - CORTICOSTEROIDS, PLAIN";"S01 - OPHTHALMOLOGICALS | D07 - CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS";"S - SENSORY ORGANS | D - DERMATOLOGICALS";"Anti-Inflammatory";"US-8460641-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"1";"0";"0";"1";"0";"Prescription Only";"CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1"
"CHEMBL559478";"SSR180711";"J2.849.107G|SSR-180,711|SSR-180711|SSR180711|SSR180711C";"J2.849.107G|SSR-180,711|SSR-180711|SSR180711C";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(Oc1ccc(Br)cc1)N1CCN2CCC1CC2"
"CHEMBL4594537";"DNL-310";"DNL-310|DNL310|ETV:IDS";"DNL-310|DNL310";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"-1:Unknown";"1";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL5095243";"INCB-059872";"INCB 59872|INCB-059872|INCB059872";"INCB059872";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"COCC1(CN[C@@H]2C[C@H]2c2ccccc2)CCN(CC2(C(=O)O)CCC2)CC1"
"CHEMBL4298051";"HAFNIUM OXIDE";"HAFNIUM OXIDE|NBTXR3|NSC-158931";"NBTXR3|NSC-158931";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"-1:Unknown";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL456";"ETHACRYNIC ACID";"ETACRYNIC ACID|ETHACRYNATE|ETHACRYNIC ACID|Edecrin|HYDROMEDIN|MK-595|NSC-624008|NSC-85791|REOMAX";"MK-595|NSC-624008|NSC-85791";"4.0";"Amneal Pharmaceuticals Co Gmbh|Bausch Health Americas Inc|Par Sterile Products Llc|Vpi Pharmaceuticals Inc|Sciegen Pharmaceuticals Inc|Alvogen Inc|Par Pharmaceutical Inc|Edenbridge Pharmaceuticals Llc|Zydus Pharmaceuticals Usa Inc|Upsher Smith Laboratories Llc";"";"1963";"";"";"1967";"C03CC01";"C03CC - Aryloxyacetic acid derivatives";"C03C - HIGH-CEILING DIURETICS";"C03 - DIURETICS";"C - CARDIOVASCULAR SYSTEM";"Diuretic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"0";"0";"Prescription Only";"C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl"
"CHEMBL852";"MELPHALAN";"ALANINE NITROGEN MUSTARD|ALKERAN|Aikeran|CB 3025|CB-3025|L-PAM|L-PHENYLALANINE MUSTARD|L-SARCOLYSIN|MELFALAN|MELPHALAN|NCI-C04853|NSC-241286|NSC-8806|PHENYLALANINE MUSTARD|SARCOLYCIN, L-|SK 15673|SK-15673";"CB 3025|CB-3025|NCI-C04853|NSC-241286|NSC-8806|SK 15673|SK-15673";"4.0";"Uswm Llc|Bpi Labs Llc|Meitheal Pharmaceuticals Inc|Ingenus Pharmaceuticals Llc|Alvogen Inc|Acrotech Biopharma Llc|Par Sterile Products Llc|Almaject Inc|Dr Reddys Laboratories Ltd|Actavis Llc";"";"1963";"";"";"1964";"L01AA03";"L01AA - Nitrogen mustard analogues";"L01A - ALKYLATING AGENTS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"Antineoplastic";"US-8410077-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"1";"Prescription Only";"N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O"
"CHEMBL58323";"ERLOSAMIDE";"(R)-LACOSAMIDE 1|ADD 243037|ADD-243037|ERLOSAMIDE|LACOSAMIDE|LACOSAMIDE CV|SPM 927|SPM-927|VIMPAT";"ADD 243037|ADD-243037|SPM 927|SPM-927";"4.0";"Amneal Pharmaceuticals|Sun Pharmaceutical Industries Ltd|Aurobindo Pharma Ltd|Accord Healthcare Inc|Alembic Pharmaceuticals Ltd|Hetero Labs Ltd Unit V|Sciegen Pharmaceuticals Inc|Mylan Pharmaceuticals Inc|Glenmark Pharmaceuticals Ltd|Actavis Laboratories Fl Inc";"";"2005";"";"";"2008";"N03AX18";"N03AX - Other antiepileptics";"N03A - ANTIEPILEPTICS";"N03 - ANTIEPILEPTICS";"N - NERVOUS SYSTEM";"";"US-RE38551-E1";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"1";"0";"0";"Prescription Only";"COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1"
"CHEMBL2108336";"LIXISENATIDE";"ADLYXIN|AVE 010|AVE-0010|AVE-010|AVE0010|LIXISENATIDE|LYXUMIA|ZP 10|ZP-10";"AVE 010|AVE-0010|AVE-010|AVE0010|ZP 10|ZP-10";"4.0";"Sanofi-Aventis Us Llc";"'-tide'";"2013";"peptides";"'-tide(-tide)'";"2016";"A10BJ03";"A10BJ - Glucagon-like peptide-1 (GLP-1) analogues";"A10B - BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS";"A10 - DRUGS USED IN DIABETES";"A - ALIMENTARY TRACT AND METABOLISM";"";"None";"5:Oligopeptide";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";""
"CHEMBL1983268";"ENTRECTINIB";"ENTRECTINIB|NMS-E628|ROZLYTREK|RXDX-101";"NMS-E628|RXDX-101";"4.0";"Genentech Inc";"'-tinib'";"2015";"tyrosine kinase inhibitors: tropomyosin receptor kinase (TRK) inhibitors";"'-tinib(-tinib (-trectinib))'";"2019";"L01EX14";"L01EX - Other protein kinase inhibitors";"L01E - PROTEIN KINASE INHIBITORS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"US-8299057-B2";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1"
"CHEMBL575448";"BMS-754807";"BMS 754807|BMS-754807|BMS754807";"BMS-754807|BMS754807";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1"
"CHEMBL84158";"TIAPRIDE";"NSC-758225|TIAPRIDE";"NSC-758225";"3.0";"";"'-pride'";"";"sulpride derivatives and analogs";"'-pride(-pride)'";"";"N05AL03";"N05AL - Benzamides";"N05A - ANTIPSYCHOTICS";"N05 - PSYCHOLEPTICS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC"
"CHEMBL3683575";"MSC-2360844";"IOA 244|IOA-244|IOA244|MSC-2360844|MSC2360844";"IOA-244|IOA244|MSC2360844";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(c1nn(-c2ccc(CN3CCOCC3)cc2)c2c1CS(=O)(=O)c1c(F)cccc1-2)N1CCOCC1"
"CHEMBL2107863";"RINDOPEPIMUT";"CDX-110|PF-04948568|PF-04948568 (FORMERLY CDX-110)|RINDOPEPIMUT";"CDX-110|PF-04948568|PF-04948568 (FORMERLY CDX-110)";"3.0";"";"";"2009";"";"";"";"";"";"";"";"";"";"None";"-1:Unknown";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2110603";"BENZOCTAMINE";"BENZOCTAMINE";"";"-1.0";"";"";"1968";"";"";"";"N05BD01";"N05BD - Dibenzo-bicyclo-octadiene derivatives";"N05B - ANXIOLYTICS";"N05 - PSYCHOLEPTICS";"N - NERVOUS SYSTEM";"Relaxant (muscle); Sedative-Hypnotic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CNCC12CCC(c3ccccc31)c1ccccc12"
"CHEMBL517199";"XIPAMIDE";"BE-1293|DIUREXAN|MJF 10,938|MJF-10938|XIPAMIDE";"BE-1293|MJF 10,938|MJF-10938";"4.0";"";"'-pamide'";"1976";"diuretics (sulfamoylbenzoic acid derivatives)";"'-pamide(-pamide)'";"";"C03BA10";"C03BA - Sulfonamides, plain";"C03B - LOW-CEILING DIURETICS, EXCL. THIAZIDES";"C03 - DIURETICS";"C - CARDIOVASCULAR SYSTEM";"Antihypertensive; Diuretic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O"
